txid,block_height,block_hash,block_time_utc,input_count,input_value_sats,output_count,cluster_output_value_sats,fee_sats,fee_rate,input_script_types,output_script_types,destination_or_intermediate_address,classification,confidence,classification_reason,source
92a4d29691147b895e2f42bc4256cac78924a23c90f7ffd800612f792ef3834f,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
937a1288f149261486c72a849831b2b4a18a4bfc7a3aa3e204763f8f9839086d,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,119565362,1,119562062,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
96925a5f2ab159553818ca628dd1ede066ad1bbfa238b359bbd2da489256bf66,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
96a7a54f4adf7a8c3cb85eb59e0c718e6b5c80e0f3b1e189e94254d257dcaa00,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,76328540,1,76325240,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9772e61f774641b39288f6a40432189d9bb7df5b89f6d51fe79f1493ee186257,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,80902859,1,80899559,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
99ad39551ae8b61af47e70f57263991a1192e18e78fffc7447cb24117d0c6493,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,3,163660000,1,163652620,7380,30.153,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9c32339a8542c34e11f625953965faa15019d535a8c0ecbdcf695ad3facc60ac,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,91368000,1,91364700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9e6cc693e5cacd2eb08b876711233305f5febffe71dfcf060f40665696c3803c,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,80438070,1,80434770,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
9f58588bcadc6a0be11192c47f4a970a0778e6fdde28855fe135a31a82d6ccfe,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,145799069,1,145795769,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a0d1368e61598b03c0cd03da0208b3fd3ad3c79eb0c6077877b17fca8d667969,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,111830087,1,111826787,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a12a900af615059039b0ed57b8012d58b925d5f6e5eff7c836e4cce1041c1b99,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,113044751,1,113041451,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a14b081ffd4cc1850e0d9e375f0b0f8aebefd901690487c94c32292c74bcbfaa,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,78700000,1,78696700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a1dc19b74a84dfa1a836ed77cf59b16c574c2f87e8bffb121249e6208edc5cc7,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,99970000,1,99966700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
a406b4b61b594561b1ac9ccec969bd13a64fdb5543e89129f9280e12c05f4afb,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,99999670,1,99996370,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
ab6fe730600d9bd7c28682bff5fc3da7a4794477acc78649f2c0fb6afd608e55,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
b07f4931c08372f9ba4000abfc15378ea9268b0d64867a4c708bcbf8e7f6f277,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,3,163239607,1,163232227,7380,30.092,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
b42f641b17ed00f328c5698ebf699cbd0a218670b7d65d902c55bcb198861dcf,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,115255867,1,115252567,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
b6c6506b7c3f0ab5717768853400be58376e7268ebe92aef9a9d63eaea705e0d,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
b8121447046b51b260d427eb16be2c3e2408ce9cffd873f7ea9b6267675b171a,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
b8704666bf91c7e548d98f59b1fd6bb577af999f6a2208a2b27b9dd987975c43,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,61856475,1,61853175,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
bb6444f4c7edce94a2f7625b6ecca239b9a63d6a9a87ca14f90ef1b383ff6412,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,90999164,1,90995864,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
bb75c5aa5c00608a1a3ccfe972366499a65f044e521e6b07f5afd856d89958ad,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,78900544,1,78897244,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
bbbc0ec3f54007e3307febdb2900a0ccd3ad86e1fbff68f37c7167ccdfae2df6,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,65000000,1,64996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
bd71940da3999f854cc95caf64ceebd6554ffe9ae5a0905e0a5c9b7319c408a1,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,65320000,1,65316700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
bf7809a37dde414b06373848410b4c8bf583f88fd519639db5b31b998a46abc9,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,2,102630303,1,102624963,5340,30.169,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
c08ee254bb88f1166f63e931648d0febe85dd3cd202724d0475220f569b441e9,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100147948,1,100144648,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
c092a3b6fe70662e0fd607b75e4a985103798860c5c5e30b1b54f8488b908b50,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100659000,1,100655700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
c5d39accf79036caeecfab63e862cb26cb952edd8a8ce074a650f88a11063f76,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,71300000,1,71296700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
c8b28e7e188a30de2a721a81ba3993e779d6fa0f1325cc039d74f4d52a5d03e8,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,62427259,1,62423959,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
cb8eba08a1de60f1a152603d35cc3a3419be1c8d3e717a9c86005518bcdfcccc,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
ccf8977cc2d9d32c6151c4f9ff2d5ae58e81bce929a1d2f15687451833b0db2a,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
cf86037c154322b36ed8f5480c95d91d589b17a0c09a4bf7504044e7171d5218,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,97968637,1,97965337,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
d5211bedb9c87387ef332dd701d1b55950d2149d9233ea6bcfe3bc09ddb3e83a,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,100000000,1,99996700,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
d53baa9fc7a3348104b8d68538bcd189d0756d283b7085632c3ae3fe9bb84b57,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,108232224,1,108228924,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
d690293a9d5b9581f7cb816c59dd60d77a50acdecf6fb322979f3309e96398b9,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,4,72677179,1,72667759,9420,30.12,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
db7876dd4c417287790d5b59df16409ea13a711c7834c6a2e2383a6e69a87097,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,4,177958549,1,177949129,9420,30.096,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
e3e394f419e96a84c674824a31773a2d1135ed6027734b21bcdddbd19af4c3fe,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,174399016,1,174395716,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
e50f39d3a0fcf831b8171682a0223515612139edce0dc80ec520481747e1e7e7,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,117744165,1,117740865,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
e653d2eba87a61cb9e35b5cd636c2c09f1f408c600a61d3ad087e1a141389078,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,86183814,1,86180514,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
e847b23a472ef1b764a04569f9808524f4210fcf71edad326a0a2e5a09bb9a3f,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,84099870,1,84096570,3300,30.206,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
e970d8f700fa7ce873d27ed8e4f097c4d254a066e2f22b97bd3a8acd14a7bc2e,960189,000000000000000000013f7dbd45306e3c040eaa1c727cc48e69fb6cb182f7dd,2026-07-30T01:37:21+00:00,1,75743050,1,75739750,3300,30.137,v0_p2wpkh,v0_p2wpkh,bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0,sweep-funding-tx,high,Pays bc1qnk4zh9qcnap2mycp56qjrgza3cc8ylrh8fecp0 (the sole address that directly funded the named consolidation address bc1qq85v2c926eg6pgxhwp6q7lf6cnsz80qs3fcu9r within the target block range) and is itself confirmed inside that same block range.,"tools/onchain/trace_cluster.py (mempool.space API, live query)"
